idcliente,evasao,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_de_internet,antivirus,backup,protecao__de_dipositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,total_mensal,gasto_total,contas_diarias,meses_contrato_trimestre
4160-amjtl,1,Mulher,1,0,0,8,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,electronic check,19.65,164.3,0.6549999999999999,3º Trimestre
4163-hftuk,0,Homem,0,0,0,51,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,electronic check,19.1,1007.8,0.6366666666666667,18º Trimestre
4163-kiuhy,0,Homem,0,0,0,35,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,electronic check,25.6,901.25,0.8533333333333334,12º Trimestre
4163-ncjak,0,Mulher,0,1,0,46,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,1,bank transfer (automatic),24.45,1066.15,0.815,16º Trimestre
4174-lpgti,1,Mulher,0,1,1,41,1,0,dsl,0,1,0,1,0,1,one year,1,bank transfer (automatic),66.5,2728.6,2.216666666666667,14º Trimestre
4176-fxybo,0,Homem,0,1,0,54,1,1,fiber optic,1,1,1,0,1,1,month-to-month,0,electronic check,109.55,6118.95,3.6516666666666664,19º Trimestre
4176-reljr,0,Homem,1,0,0,67,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),25.1,1672.15,0.8366666666666667,23º Trimestre
4177-jpdfu,0,Homem,0,0,0,12,0,0,dsl,0,1,0,1,0,0,month-to-month,0,mailed check,34.0,442.45,1.1333333333333333,5º Trimestre
4178-egmon,0,Homem,0,1,0,70,1,1,fiber optic,1,1,0,1,0,0,two year,1,credit card (automatic),88.0,5986.45,2.933333333333333,24º Trimestre
4182-bgsiq,0,Mulher,0,1,1,10,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,bank transfer (automatic),19.8,196.75,0.66,4º Trimestre
4183-myfrb,0,Mulher,0,0,0,21,1,0,fiber optic,0,1,1,0,0,1,month-to-month,1,electronic check,90.05,1862.9,3.0016666666666665,8º Trimestre
4183-wcsep,1,Homem,0,0,0,31,1,0,fiber optic,0,1,0,1,0,0,month-to-month,1,electronic check,78.45,2435.15,2.615,11º Trimestre
4184-tjfan,1,Mulher,1,1,1,3,1,0,fiber optic,1,0,0,1,1,0,month-to-month,1,mailed check,88.3,273.75,2.9433333333333334,2º Trimestre
4184-vodjz,0,Homem,0,1,1,63,1,1,fiber optic,0,1,0,0,0,1,one year,1,electronic check,91.35,5764.7,3.045,22º Trimestre
4186-zbuew,0,Mulher,0,0,0,36,1,1,dsl,0,1,0,1,0,1,one year,1,mailed check,70.7,2511.95,2.356666666666667,13º Trimestre
4187-cinzd,1,Mulher,1,0,0,46,1,0,fiber optic,0,1,0,0,1,1,one year,0,credit card (automatic),95.25,4424.2,3.175,16º Trimestre
4188-frabg,0,Homem,0,1,0,57,1,1,fiber optic,1,1,1,1,1,0,month-to-month,1,electronic check,103.05,5925.75,3.435,20º Trimestre
4188-pcpig,0,Mulher,0,1,0,57,1,0,dsl,1,1,0,1,1,0,two year,1,credit card (automatic),70.35,4124.65,2.3449999999999998,20º Trimestre
4189-nakjs,0,Homem,0,0,0,26,1,1,dsl,0,0,0,0,0,0,one year,1,credit card (automatic),51.55,1295.4,1.7183333333333333,9º Trimestre
4190-mfluw,1,Mulher,0,1,1,10,1,0,dsl,0,0,1,1,0,0,month-to-month,0,credit card (automatic),55.2,528.35,1.84,4º Trimestre
4191-xovom,0,Homem,0,0,0,63,1,1,fiber optic,0,1,0,1,1,1,month-to-month,0,electronic check,105.4,6713.2,3.5133333333333336,22º Trimestre
4192-gorjt,1,Homem,0,1,0,5,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,94.45,498.1,3.1483333333333334,2º Trimestre
4193-ibksw,0,Homem,0,1,1,72,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),24.75,1769.6,0.825,25º Trimestre
4193-orfcl,1,Mulher,1,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,45.1,45.1,1.5033333333333334,1º Trimestre
4194-fjarj,0,Mulher,0,1,1,54,1,1,dsl,1,0,0,1,0,0,two year,0,bank transfer (automatic),60.0,3273.95,2.0,19º Trimestre
4194-whfcb,0,Mulher,0,1,1,59,1,1,fiber optic,0,1,0,1,0,1,month-to-month,1,bank transfer (automatic),96.65,5580.8,3.2216666666666667,20º Trimestre
4195-nzgta,0,Mulher,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,25.25,25.25,0.8416666666666667,1º Trimestre
4195-pngzs,0,Homem,0,1,1,69,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),24.45,1718.2,0.815,24º Trimestre
4195-smmnx,1,Homem,0,0,0,2,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.35,33.2,0.6783333333333333,1º Trimestre
4198-vfoea,0,Mulher,0,0,0,12,0,0,dsl,1,0,0,1,0,0,one year,1,mailed check,33.6,435.45,1.12,5º Trimestre
4199-qhjnm,0,Homem,1,1,0,67,1,1,fiber optic,0,1,0,1,1,1,two year,0,bank transfer (automatic),102.9,6989.7,3.43,23º Trimestre
4201-jmngr,1,Mulher,1,0,0,1,1,0,dsl,1,0,1,0,0,0,month-to-month,1,electronic check,55.8,55.8,1.8599999999999999,1º Trimestre
4203-qgnza,0,Mulher,0,0,1,28,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.25,535.35,0.675,10º Trimestre
4208-uffgw,1,Homem,1,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.95,85.15,1.4983333333333335,1º Trimestre
4210-qfjmf,1,Mulher,0,0,0,4,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,79.15,317.25,2.6383333333333336,2º Trimestre
4211-mmazn,1,Homem,0,0,0,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.25,20.25,0.675,1º Trimestre
4213-hkbjo,0,Mulher,0,0,0,33,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),25.7,826.1,0.8566666666666667,12º Trimestre
4220-tinqt,0,Mulher,0,1,0,61,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,106.35,6751.35,3.545,21º Trimestre
4223-bkeor,0,Mulher,0,0,1,21,1,0,dsl,1,0,1,0,0,1,one year,0,mailed check,64.85,1336.8,2.1616666666666666,8º Trimestre
4223-wozcm,0,Homem,1,0,0,2,1,0,dsl,0,0,1,0,0,0,month-to-month,0,mailed check,49.95,107.1,1.665,1º Trimestre
4226-kkdon,0,Homem,0,0,0,8,1,0,dsl,0,1,0,1,1,0,month-to-month,1,electronic check,66.65,520.95,2.2216666666666667,3º Trimestre
4227-ojhal,0,Mulher,0,1,1,68,1,1,dsl,1,1,1,0,1,0,one year,1,credit card (automatic),73.0,5163.0,2.433333333333333,23º Trimestre
4228-zgyuw,1,Homem,0,0,0,4,1,1,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,90.05,368.1,3.0016666666666665,2º Trimestre
4229-czmll,1,Homem,0,0,0,6,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.9,469.8,2.496666666666667,3º Trimestre
4231-lzuym,0,Mulher,0,1,0,72,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),25.65,1887.0,0.855,25º Trimestre
4232-jgkiy,0,Homem,0,0,0,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,electronic check,19.2,19.2,0.64,1º Trimestre
4234-xtnea,0,Homem,0,0,0,2,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,79.95,174.45,2.665,1º Trimestre
4236-ujpwo,0,Mulher,0,0,0,2,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,24.5,46.4,0.8166666666666667,1º Trimestre
4236-xpxav,1,Mulher,0,1,1,5,1,0,fiber optic,0,1,0,1,1,1,month-to-month,1,mailed check,99.15,465.05,3.305,2º Trimestre
4237-clsmm,0,Homem,0,1,0,2,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.0,38.0,0.6666666666666666,1º Trimestre
4237-rlaqd,1,Homem,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,45.85,45.85,1.5283333333333333,1º Trimestre
4238-hfhsn,0,Homem,1,1,0,61,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,82.15,4904.85,2.7383333333333337,21º Trimestre
4238-jsswh,0,Mulher,1,1,0,35,1,1,fiber optic,0,0,1,0,1,1,month-to-month,0,bank transfer (automatic),102.05,3452.55,3.4016666666666664,12º Trimestre
4248-hcetz,1,Homem,1,1,0,30,1,0,fiber optic,0,1,1,0,0,0,month-to-month,1,mailed check,79.65,2365.15,2.6550000000000002,11º Trimestre
4248-qpavc,1,Mulher,1,1,0,17,1,1,fiber optic,1,0,1,0,0,0,month-to-month,1,bank transfer (automatic),85.35,1463.45,2.8449999999999998,6º Trimestre
4250-fdvou,1,Mulher,0,0,0,6,1,0,dsl,1,1,0,0,0,0,month-to-month,0,electronic check,56.25,389.1,1.875,3º Trimestre
4250-waroz,0,Homem,1,1,1,60,1,1,fiber optic,1,1,0,0,0,1,month-to-month,1,electronic check,93.25,5774.55,3.1083333333333334,21º Trimestre
4250-zbwlv,1,Homem,0,0,0,68,1,1,fiber optic,0,1,1,1,1,1,one year,0,electronic check,108.45,7176.55,3.615,23º Trimestre
4254-qpede,0,Mulher,0,1,0,52,0,0,dsl,1,1,1,1,1,1,two year,0,credit card (automatic),66.25,3330.1,2.2083333333333335,18º Trimestre
4255-dduou,1,Mulher,0,1,1,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,mailed check,20.5,20.5,0.6833333333333333,1º Trimestre
4256-zwtzi,0,Mulher,0,0,1,5,1,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,51.0,286.8,1.7,2º Trimestre
4257-gaesd,0,Mulher,0,0,0,6,0,0,dsl,0,0,0,0,1,1,month-to-month,0,credit card (automatic),45.0,298.7,1.5,3º Trimestre
4273-mbhya,0,Mulher,0,0,1,1,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,89.35,89.35,2.978333333333333,1º Trimestre
4274-drsqt,0,Mulher,0,0,0,66,1,1,fiber optic,0,1,0,0,1,0,one year,1,bank transfer (automatic),88.9,6000.1,2.9633333333333334,23º Trimestre
4274-owwyo,1,Homem,0,0,0,1,1,0,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,74.35,74.35,2.478333333333333,1º Trimestre
4277-bwbml,0,Homem,0,1,1,72,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),19.95,1322.85,0.6649999999999999,25º Trimestre
4277-pvran,1,Mulher,0,0,0,8,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,bank transfer (automatic),80.1,679.3,2.67,3º Trimestre
4277-udief,0,Homem,0,1,1,24,1,1,dsl,1,0,0,1,1,1,month-to-month,0,bank transfer (automatic),81.0,1923.85,2.7,9º Trimestre
4280-dlshd,0,Homem,0,1,0,8,1,0,dsl,0,1,1,0,0,0,month-to-month,1,mailed check,54.75,445.85,1.825,3º Trimestre
4282-acrxs,0,Homem,1,1,0,38,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,24.85,955.75,0.8283333333333334,13º Trimestre
4282-msacw,0,Homem,0,0,0,68,1,1,fiber optic,1,1,1,1,1,1,one year,1,credit card (automatic),117.2,8035.95,3.9066666666666667,23º Trimestre
4282-ymkna,1,Mulher,0,0,0,9,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.75,706.6,2.4916666666666667,4º Trimestre
4283-futgf,1,Homem,1,0,0,19,1,1,fiber optic,0,0,1,0,0,0,month-to-month,1,electronic check,79.85,1471.75,2.6616666666666666,7º Trimestre
4283-ivyci,0,Homem,0,0,0,9,1,0,dsl,1,0,0,1,0,1,month-to-month,0,mailed check,64.95,547.8,2.165,4º Trimestre
4285-gyrqc,1,Mulher,0,1,0,7,1,0,fiber optic,0,0,1,0,1,0,month-to-month,1,electronic check,86.25,587.1,2.875,3º Trimestre
4289-dtdkw,1,Homem,0,1,0,40,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,101.3,4113.1,3.3766666666666665,14º Trimestre
4290-bsxux,1,Homem,0,1,0,3,1,1,fiber optic,0,0,0,1,0,0,month-to-month,1,bank transfer (automatic),79.65,251.75,2.6550000000000002,2º Trimestre
4291-hpaxl,0,Homem,0,0,1,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,19.85,19.85,0.6616666666666667,1º Trimestre
4291-hyebc,0,Mulher,1,1,1,28,0,0,dsl,0,1,0,0,0,1,one year,1,electronic check,39.1,1096.6,1.3033333333333335,10º Trimestre
4291-shsbh,0,Homem,0,0,0,7,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.55,521.35,2.3183333333333334,3º Trimestre
4291-tpnfg,0,Homem,0,1,0,72,1,1,dsl,1,1,1,1,0,1,two year,1,bank transfer (automatic),82.3,5980.55,2.743333333333333,25º Trimestre
4291-yzodp,0,Mulher,0,0,1,7,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,20.05,96.8,0.6683333333333333,3º Trimestre
4293-etkap,0,Mulher,0,1,1,65,1,1,dsl,0,1,0,1,1,1,two year,1,bank transfer (automatic),79.4,5071.9,2.646666666666667,22º Trimestre
4295-yuret,0,Mulher,1,1,1,56,1,0,dsl,1,0,0,1,1,1,two year,1,credit card (automatic),72.6,4084.35,2.42,19º Trimestre
4298-oyifc,0,Homem,0,1,0,15,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,103.45,1539.8,3.4483333333333333,6º Trimestre
4299-opxej,0,Mulher,0,0,0,56,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,bank transfer (automatic),19.55,1080.55,0.6516666666666667,19º Trimestre
4299-simns,0,Homem,0,0,0,9,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,81.15,784.45,2.705,4º Trimestre
4301-vvzka,0,Homem,0,1,0,16,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.4,1189.4,2.5133333333333336,6º Trimestre
4302-zyfel,0,Homem,0,1,1,69,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,1,credit card (automatic),20.55,1403.1,0.685,24º Trimestre
4304-tspvk,0,Mulher,0,1,0,68,1,1,fiber optic,1,1,1,1,1,1,two year,0,bank transfer (automatic),114.9,7843.55,3.83,23º Trimestre
4304-xumgi,0,Homem,1,1,1,50,1,1,dsl,1,1,1,0,0,1,two year,1,bank transfer (automatic),75.15,3822.45,2.5050000000000003,17º Trimestre
4307-ktumw,1,Homem,0,1,0,53,1,1,fiber optic,1,0,1,0,0,1,month-to-month,0,electronic check,93.9,5029.2,3.1300000000000003,18º Trimestre
4307-kwmxe,0,Homem,0,0,0,10,0,0,dsl,0,1,0,1,0,0,month-to-month,0,electronic check,35.75,389.8,1.1916666666666667,4º Trimestre
4310-kedtb,0,Mulher,0,0,1,26,0,0,dsl,0,0,1,0,0,0,month-to-month,1,mailed check,29.8,786.5,0.9933333333333334,9º Trimestre
4311-qttai,0,Mulher,0,0,0,16,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,credit card (automatic),19.35,295.55,0.645,6º Trimestre
4312-gvynh,0,Mulher,0,1,0,70,0,0,dsl,1,0,1,1,0,1,two year,1,bank transfer (automatic),49.85,3370.2,1.6616666666666666,24º Trimestre
4312-kfrxn,0,Homem,0,1,0,72,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,25.4,1710.9,0.8466666666666666,25º Trimestre
4315-murbd,1,Mulher,0,0,0,12,1,0,fiber optic,1,0,0,1,1,1,month-to-month,1,bank transfer (automatic),98.9,1120.95,3.296666666666667,5º Trimestre
4316-xcslj,0,Homem,0,0,1,17,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,50.3,846.8,1.6766666666666665,6º Trimestre
4317-vteoa,1,Homem,0,0,0,1,1,0,dsl,0,1,0,0,0,0,month-to-month,1,electronic check,50.75,50.75,1.6916666666666667,1º Trimestre
4318-rajvy,0,Mulher,0,0,0,10,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,1,mailed check,19.8,198.25,0.66,4º Trimestre
4320-qmlla,0,Homem,0,0,0,7,1,0,dsl,0,0,0,0,1,0,month-to-month,0,mailed check,54.85,370.4,1.8283333333333334,3º Trimestre
4322-rcymt,1,Homem,0,1,1,68,1,1,dsl,0,1,1,1,0,1,one year,1,bank transfer (automatic),75.8,5293.95,2.5266666666666664,23º Trimestre
4323-elyyb,0,Homem,0,1,1,13,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,20.0,218.55,0.6666666666666666,5º Trimestre
4323-ohfow,0,Mulher,1,1,0,70,1,1,fiber optic,0,1,0,1,1,1,one year,1,bank transfer (automatic),105.55,7195.35,3.518333333333333,24º Trimestre
4323-sadqs,1,Homem,0,1,1,7,0,0,dsl,1,0,0,1,0,0,month-to-month,1,electronic check,34.5,279.25,1.15,3º Trimestre
4324-ahjks,0,Mulher,0,0,0,5,1,0,dsl,1,0,1,0,0,0,month-to-month,0,credit card (automatic),55.8,300.4,1.8599999999999999,2º Trimestre
4324-bzckl,0,Mulher,0,1,1,10,1,0,dsl,0,1,1,0,0,0,month-to-month,1,mailed check,55.55,551.3,1.8516666666666666,4º Trimestre
4325-nfskc,1,Homem,1,0,0,19,1,1,fiber optic,1,0,0,0,1,0,month-to-month,1,electronic check,90.6,1660.0,3.02,7º Trimestre
4328-vufwd,0,Mulher,0,0,0,39,1,0,dsl,0,0,0,1,0,1,one year,0,electronic check,59.3,2209.15,1.9766666666666666,14º Trimestre
4329-ypddq,0,Homem,0,0,0,20,1,0,fiber optic,1,1,1,1,1,1,month-to-month,1,bank transfer (automatic),108.2,2203.7,3.606666666666667,7º Trimestre
4332-muoez,0,Homem,1,1,1,20,1,0,fiber optic,1,0,1,1,0,1,one year,0,credit card (automatic),94.3,1818.3,3.143333333333333,7º Trimestre
4334-howrp,0,Homem,1,1,0,72,0,0,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),64.95,4546.0,2.165,25º Trimestre
4335-bsmjs,0,Mulher,0,0,0,62,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,credit card (automatic),25.8,1563.95,0.86,21º Trimestre
4335-upjsi,0,Mulher,0,0,1,24,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.75,498.1,0.6583333333333333,9º Trimestre
4338-eycer,0,Homem,0,1,0,21,1,0,dsl,0,0,0,0,1,0,month-to-month,0,bank transfer (automatic),54.6,1125.2,1.82,8º Trimestre
4342-hentk,1,Mulher,1,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.65,142.35,2.355,1º Trimestre
4342-hfxws,0,Mulher,0,1,1,48,1,0,dsl,1,0,1,1,1,0,one year,0,bank transfer (automatic),69.7,3023.65,2.3233333333333333,17º Trimestre
4343-ejvqb,0,Homem,0,0,0,7,1,0,fiber optic,1,0,0,0,0,0,month-to-month,0,mailed check,74.35,533.6,2.478333333333333,3º Trimestre
4349-gfqhk,1,Homem,0,0,0,1,1,1,dsl,0,0,1,0,0,0,month-to-month,0,electronic check,54.35,54.35,1.8116666666666668,1º Trimestre
4350-ztlpi,0,Mulher,0,1,0,53,1,1,fiber optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),108.95,5718.2,3.631666666666667,18º Trimestre
4351-qlcsu,1,Mulher,0,0,0,1,1,0,dsl,0,0,0,0,1,0,month-to-month,1,credit card (automatic),55.0,55.0,1.8333333333333333,1º Trimestre
4353-hyojd,0,Mulher,0,1,1,27,1,0,dsl,0,1,0,0,0,0,month-to-month,0,mailed check,49.85,1336.15,1.6616666666666666,10º Trimestre
4355-cvpvs,0,Mulher,0,1,1,56,1,0,fiber optic,0,0,0,0,1,1,one year,0,bank transfer (automatic),88.9,4968.0,2.9633333333333334,19º Trimestre
4355-hbjhh,1,Homem,0,1,1,67,1,1,dsl,1,0,1,0,1,1,two year,1,electronic check,79.7,5293.4,2.6566666666666667,23º Trimestre
4359-innwn,0,Mulher,0,0,0,17,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,credit card (automatic),20.05,337.9,0.6683333333333333,6º Trimestre
4360-pnrqb,0,Homem,0,0,0,18,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),75.6,1395.05,2.52,7º Trimestre
4360-qrave,0,Homem,1,0,0,37,0,0,dsl,0,1,1,0,0,0,month-to-month,0,electronic check,36.65,1315.0,1.2216666666666667,13º Trimestre
4361-bkaxe,1,Mulher,0,0,0,41,1,1,fiber optic,1,1,1,1,1,1,month-to-month,1,bank transfer (automatic),114.5,4527.45,3.816666666666667,14º Trimestre
4361-febgn,0,Homem,0,0,0,48,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),20.15,982.95,0.6716666666666666,17º Trimestre
4361-jeivl,1,Homem,0,0,1,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,44.4,44.4,1.48,1º Trimestre
4365-msdyn,0,Homem,0,1,0,8,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,bank transfer (automatic),19.55,161.15,0.6516666666666667,3º Trimestre
4366-ctouz,0,Mulher,0,0,0,50,1,0,fiber optic,0,1,0,1,1,1,two year,1,mailed check,100.2,5038.45,3.3400000000000003,17º Trimestre
4367-nhwmm,0,Mulher,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,24.9,24.9,0.83,1º Trimestre
4369-htuif,1,Homem,1,0,0,6,1,0,fiber optic,1,0,0,0,1,0,month-to-month,1,bank transfer (automatic),85.15,503.6,2.8383333333333334,3º Trimestre
4369-nyscf,0,Homem,0,0,0,56,1,0,dsl,0,1,0,1,1,1,one year,1,bank transfer (automatic),75.75,4284.65,2.525,19º Trimestre
4373-mavjg,1,Mulher,0,1,1,14,1,1,fiber optic,0,1,0,0,0,1,month-to-month,1,bank transfer (automatic),90.9,1259.0,3.0300000000000002,5º Trimestre
4373-vvhql,0,Homem,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,44.75,44.75,1.4916666666666667,1º Trimestre
4374-ymusq,0,Homem,0,0,0,34,1,1,fiber optic,1,1,1,1,1,1,one year,0,credit card (automatic),116.25,3899.05,3.875,12º Trimestre
4376-kfvrs,0,Homem,0,1,1,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card (automatic),114.05,8468.2,3.8016666666666667,25º Trimestre
4377-vdhyi,0,Homem,0,1,1,32,1,0,fiber optic,1,1,0,0,0,1,one year,1,electronic check,90.8,3023.85,3.0266666666666664,11º Trimestre
4378-bzyfp,0,Homem,0,0,0,17,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,1,mailed check,20.5,365.8,0.6833333333333333,6º Trimestre
4378-mypgo,0,Homem,0,1,1,68,1,0,fiber optic,1,1,1,0,1,1,two year,1,bank transfer (automatic),105.25,7173.15,3.5083333333333333,23º Trimestre
4381-mhqdc,0,Mulher,0,0,0,47,1,1,dsl,1,0,1,1,0,0,two year,1,mailed check,65.0,2879.9,2.1666666666666665,16º Trimestre
4385-gzqxv,1,Mulher,1,0,0,16,1,0,fiber optic,0,0,0,1,1,1,month-to-month,1,electronic check,94.45,1511.2,3.1483333333333334,6º Trimestre
4385-zkvnw,0,Homem,0,1,1,44,1,0,dsl,0,1,0,1,0,0,month-to-month,1,bank transfer (automatic),54.9,2549.1,1.8299999999999998,15º Trimestre
4389-uefcz,0,Mulher,0,1,0,72,1,1,fiber optic,1,0,1,0,1,1,two year,1,electronic check,105.5,7544.0,3.5166666666666666,25º Trimestre
4390-kyulv,1,Homem,0,1,0,3,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,credit card (automatic),20.55,51.15,0.685,2º Trimestre
4391-lnrxk,0,Homem,0,0,0,22,1,0,fiber optic,0,1,1,1,0,1,month-to-month,1,bank transfer (automatic),94.95,2142.8,3.165,8º Trimestre
4391-reshn,1,Homem,0,0,0,23,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,mailed check,104.05,2470.1,3.4683333333333333,8º Trimestre
4393-geadv,0,Homem,0,1,1,70,1,1,fiber optic,1,1,1,1,1,1,two year,0,credit card (automatic),114.75,7842.3,3.825,24º Trimestre
4393-obcrr,0,Mulher,0,0,0,3,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,20.25,71.2,0.675,2º Trimestre
4393-rycre,0,Homem,0,0,0,44,1,0,fiber optic,1,1,1,0,1,1,one year,1,electronic check,106.05,4510.8,3.5349999999999997,15º Trimestre
4395-pzmsn,0,Homem,1,0,0,5,1,0,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,85.55,408.5,2.8516666666666666,2º Trimestre
4396-klseh,0,Homem,0,0,0,4,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,electronic check,19.85,63.0,0.6616666666666667,2º Trimestre
4397-frlta,0,Mulher,0,0,0,4,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.15,84.5,0.6716666666666666,2º Trimestre
4398-hscjh,1,Mulher,0,0,0,3,1,1,dsl,0,0,0,1,1,0,month-to-month,1,electronic check,63.6,155.65,2.12,2º Trimestre
4402-ftbxc,0,Homem,0,0,0,54,1,0,fiber optic,1,0,1,0,1,0,month-to-month,0,mailed check,89.8,4667.0,2.993333333333333,19º Trimestre
4403-bwpay,0,Homem,0,0,0,14,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,1,credit card (automatic),24.8,321.7,0.8266666666666667,5º Trimestre
4404-hibdj,1,Mulher,0,0,0,25,1,0,dsl,1,1,1,1,1,0,one year,0,mailed check,74.3,1863.8,2.4766666666666666,9º Trimestre
4412-yltkf,1,Mulher,1,0,0,27,1,1,fiber optic,0,0,1,0,0,0,month-to-month,1,electronic check,78.05,2135.5,2.6016666666666666,10º Trimestre
4415-ijztp,1,Mulher,0,0,0,1,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.5,74.5,2.4833333333333334,1º Trimestre
4415-wngvr,0,Mulher,1,1,0,12,1,0,dsl,1,0,1,1,1,1,one year,1,electronic check,79.2,943.85,2.64,5º Trimestre
4418-lzmsv,0,Homem,0,1,1,13,1,0,dsl,0,1,1,1,0,0,month-to-month,0,bank transfer (automatic),61.8,750.1,2.06,5º Trimestre
